Total marks,Percentage in Communication skills,Hours working per day,Logical quotient rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Higher Studies?,Taken inputs from seniors or elders,interested in games,Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,interested career area ,Interested Type of Books
91,67,7,3,3,yes,yes,no,yes,yes,3,1,job,yes,yes,stubborn,Management,hard worker,yes,yes,Mobile Applications Developer,Business process analyst,Horror
80,85,12,7,8,no,yes,yes,no,yes,3,2,higherstudies,yes,yes,stubborn,Management,smart worker,yes,no,Technical Services/Help Desk/Tech Support,system developer,Prayer books
72,86,7,6,1,no,yes,no,no,yes,3,3,job,yes,no,gentle,Technical,hard worker,no,yes,Database Administrator,Business process analyst,Math
81,72,6,9,1,yes,yes,no,no,no,1,1,higherstudies,no,yes,stubborn,Management,hard worker,no,yes,Programmer Analyst,security,Travel
77,79,12,6,1,no,no,no,no,yes,3,1,higherstudies,yes,no,stubborn,Technical,hard worker,yes,no,CRM Technical Developer,developer,Health
76,66,5,6,9,yes,yes,yes,yes,yes,1,3,job,yes,no,stubborn,Management,hard worker,yes,yes,Information Technology Manager,cloud computing,Prayer books
81,82,11,1,3,no,no,no,no,no,2,3,job,no,no,gentle,Technical,hard worker,no,no,Solutions Architect,system developer,Childrens
69,93,11,2,4,no,no,yes,no,no,2,2,higherstudies,yes,no,stubborn,Management,hard worker,yes,no,Network Security Administrator,system developer,Journals
72,73,12,4,9,no,no,yes,yes,yes,1,1,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,Network Engineer,security,Action and Adventure
80,62,8,7,9,yes,yes,no,yes,yes,3,3,higherstudies,yes,no,stubborn,Technical,hard worker,no,yes,Technical Support,cloud computing,Autobiographies
94,74,11,5,9,yes,yes,no,no,no,2,2,job,yes,no,stubborn,Technical,hard worker,yes,yes,CRM Business Analyst,system developer,Mystery
92,62,8,7,6,no,no,no,yes,yes,2,1,higherstudies,yes,yes,gentle,Technical,hard worker,yes,yes,Network Engineer,system developer,Guide
82,69,9,4,5,no,no,no,no,yes,3,1,job,yes,yes,gentle,Management,hard worker,no,no,E-Commerce Analyst,security,Science fiction
80,79,4,6,8,yes,yes,no,no,no,1,3,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Database Developer,testing,Drama
61,72,11,8,7,yes,yes,no,no,yes,1,2,job,yes,yes,gentle,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing,system developer,Action and Adventure
70,82,4,8,1,no,no,no,yes,yes,2,3,job,no,yes,gentle,Management,smart worker,yes,yes,Network Security Administrator,security,Self help
88,82,11,1,3,no,no,no,no,no,2,3,job,yes,yes,stubborn,Management,smart worker,yes,yes,Network Security Administrator,developer,Drama
93,82,11,7,1,yes,yes,no,no,yes,1,3,job,no,yes,gentle,Management,hard worker,yes,yes,Network Engineer,security,Science fiction
86,87,4,6,4,no,yes,yes,no,no,2,1,higherstudies,yes,no,gentle,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,system developer,Horror
83,92,7,6,3,no,yes,no,no,yes,1,1,higherstudies,yes,no,stubborn,Technical,hard worker,no,no,Mobile Applications Developer,cloud computing,Action and Adventure
79,92,8,5,6,no,no,yes,no,no,1,1,job,yes,no,gentle,Management,smart worker,yes,yes,Network Security Engineer,developer,Drama
72,79,8,2,5,yes,no,yes,yes,yes,1,3,higherstudies,yes,yes,stubborn,Technical,smart worker,no,no,Data Architect,security,Science
83,86,7,9,1,no,yes,yes,yes,no,2,2,job,yes,yes,gentle,Management,hard worker,no,no,Information Technology Auditor,cloud computing,Satire
61,84,11,3,4,yes,no,yes,yes,yes,2,1,higherstudies,no,yes,gentle,Technical,smart worker,no,yes,Information Technology Auditor,Business process analyst,Drama
91,79,4,2,5,no,yes,no,no,no,2,2,higherstudies,yes,yes,gentle,Management,smart worker,no,no,Information Technology Auditor,developer,Autobiographies
64,90,12,4,1,yes,no,no,no,yes,1,3,job,no,yes,stubborn,Management,hard worker,no,no,Mobile Applications Developer,developer,Anthology
75,65,11,7,8,no,no,no,yes,no,3,1,job,yes,no,stubborn,Technical,smart worker,no,yes,Design & UX,cloud computing,Guide
69,85,11,7,1,no,yes,no,yes,no,2,1,job,yes,no,stubborn,Management,smart worker,yes,yes,Software Quality Assurance (QA) / Testing,security,Dictionaries
74,83,9,9,2,yes,yes,yes,no,yes,2,1,higherstudies,no,yes,stubborn,Management,smart worker,yes,yes,Web Developer,cloud computing,Diaries
92,67,4,5,2,no,yes,yes,no,no,3,2,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Data Architect,system developer,Autobiographies
85,70,4,9,7,no,no,no,yes,no,2,2,higherstudies,yes,yes,stubborn,Management,smart worker,yes,no,CRM Technical Developer,system developer,Health
69,71,10,7,6,no,no,no,yes,no,1,1,higherstudies,yes,no,stubborn,Management,smart worker,no,yes,Systems Security Administrator,cloud computing,Series
74,92,5,3,5,yes,yes,no,no,yes,3,2,job,yes,no,stubborn,Technical,smart worker,no,yes,CRM Technical Developer,developer,Science fiction
74,75,7,5,5,no,yes,no,yes,yes,2,3,job,yes,no,gentle,Technical,smart worker,no,yes,CRM Technical Developer,cloud computing,Action and Adventure
89,70,7,8,9,yes,yes,yes,no,yes,2,3,job,no,no,gentle,Technical,hard worker,yes,yes,Programmer Analyst,system developer,Series
67,80,12,2,1,yes,yes,no,no,no,3,2,job,yes,yes,stubborn,Technical,smart worker,yes,yes,Database Developer,system developer,Science fiction
60,75,5,1,3,yes,no,no,no,no,1,3,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,Network Security Administrator,testing,Prayer books
77,60,5,6,8,yes,no,yes,no,no,3,2,job,yes,yes,stubborn,Technical,hard worker,no,yes,Technical Services/Help Desk/Tech Support,security,Romance
81,80,12,5,9,yes,no,yes,yes,no,1,2,job,yes,no,stubborn,Management,hard worker,yes,no,E-Commerce Analyst,Business process analyst,Biographies
72,75,12,1,2,no,yes,no,yes,yes,2,1,higherstudies,yes,no,stubborn,Technical,hard worker,yes,no,Data Architect,cloud computing,Diaries
71,69,10,7,4,no,yes,no,no,yes,2,2,higherstudies,yes,no,gentle,Technical,hard worker,no,yes,UX Designer,testing,Romance
64,94,6,3,6,yes,no,no,yes,no,3,1,job,yes,no,gentle,Management,hard worker,no,yes,Network Engineer,security,Journals
63,75,7,8,4,no,no,no,yes,yes,2,1,higherstudies,no,yes,stubborn,Management,hard worker,yes,yes,Solutions Architect,system developer,Horror
66,65,9,9,5,no,yes,yes,yes,yes,3,1,job,yes,no,gentle,Technical,hard worker,no,no,Software Developer,Business process analyst,Journals
60,75,8,2,2,yes,yes,yes,yes,yes,2,3,job,yes,no,gentle,Technical,smart worker,no,yes,Database Manager,security,Math
61,79,6,2,5,no,yes,no,no,yes,1,1,higherstudies,no,yes,gentle,Technical,smart worker,no,no,Data Architect,cloud computing,Cookbooks
65,75,8,9,4,no,yes,no,no,no,2,3,higherstudies,no,no,gentle,Management,smart worker,yes,yes,Software Engineer,developer,Fantasy
67,68,12,6,4,no,yes,yes,yes,no,2,3,higherstudies,yes,no,stubborn,Management,hard worker,no,yes,Systems Security Administrator,testing,Comics
60,81,11,1,2,no,no,no,yes,yes,1,3,higherstudies,no,yes,gentle,Management,hard worker,yes,yes,Information Security Analyst,developer,Health
86,85,8,9,4,no,yes,no,yes,no,2,3,job,yes,yes,gentle,Technical,hard worker,no,no,Network Security Engineer,developer,Horror
88,60,6,8,5,yes,yes,yes,no,yes,2,1,job,yes,no,stubborn,Management,hard worker,yes,no,Programmer Analyst,security,Autobiographies
70,80,11,6,9,no,yes,yes,yes,yes,1,2,higherstudies,yes,yes,gentle,Technical,hard worker,yes,yes,Systems Analyst,testing,Fantasy
73,82,9,8,3,no,yes,yes,yes,no,2,2,higherstudies,no,no,gentle,Technical,hard worker,no,no,CRM Technical Developer,system developer,Diaries
79,79,8,8,1,yes,yes,no,yes,yes,2,2,job,yes,no,stubborn,Management,hard worker,yes,no,Data Architect,Business process analyst,Health
86,62,10,3,8,yes,yes,yes,no,yes,3,2,job,yes,no,stubborn,Management,smart worker,yes,yes,Applications Developer,Business process analyst,Travel
71,72,8,7,9,no,no,yes,no,no,3,3,job,yes,yes,gentle,Technical,hard worker,no,no,Business Systems Analyst,Business process analyst,Math
66,67,12,5,7,yes,yes,yes,yes,yes,3,3,job,no,no,gentle,Technical,hard worker,yes,yes,Software Engineer,security,Fantasy
70,94,8,3,7,no,yes,yes,yes,yes,1,1,job,no,no,stubborn,Management,hard worker,yes,no,Information Technology Manager,Business process analyst,Travel
74,82,10,7,5,yes,no,no,no,yes,3,1,job,yes,no,stubborn,Management,smart worker,yes,no,Technical Services/Help Desk/Tech Support,security,Self help
94,81,10,1,5,yes,yes,no,yes,no,1,3,higherstudies,no,no,stubborn,Management,hard worker,yes,yes,Solutions Architect,cloud computing,Dictionaries
83,79,8,7,6,yes,no,no,no,no,1,1,higherstudies,no,yes,stubborn,Technical,hard worker,no,yes,Solutions Architect,cloud computing,Trilogy
66,83,12,9,1,yes,yes,yes,no,no,1,3,job,no,yes,stubborn,Technical,hard worker,no,yes,Technical Services/Help Desk/Tech Support,developer,Satire
86,85,12,5,8,no,no,yes,yes,yes,1,1,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Portal Administrator,testing,Anthology
75,84,6,9,2,yes,no,yes,no,no,1,1,job,yes,yes,gentle,Technical,smart worker,yes,no,CRM Business Analyst,security,Math
82,64,4,7,6,yes,yes,no,no,yes,2,3,higherstudies,no,yes,stubborn,Technical,smart worker,no,yes,Network Security Administrator,system developer,Biographies
69,86,5,1,7,yes,no,no,yes,yes,2,3,job,no,yes,stubborn,Technical,hard worker,no,yes,Technical Engineer,testing,Comics
82,93,10,7,7,yes,yes,yes,yes,no,2,1,job,no,no,gentle,Management,smart worker,no,no,CRM Technical Developer,developer,Guide
88,68,7,5,6,yes,no,no,yes,yes,3,3,job,yes,yes,stubborn,Management,hard worker,yes,yes,Applications Developer,security,Art
83,85,6,7,5,no,no,no,no,yes,3,3,job,yes,yes,stubborn,Management,hard worker,yes,no,Software Developer,system developer,Poetry
61,75,11,1,9,no,yes,yes,yes,no,3,2,job,no,yes,stubborn,Technical,hard worker,yes,yes,Portal Administrator,cloud computing,Religion-Spirituality
83,63,8,7,8,yes,yes,no,yes,no,2,2,job,yes,yes,stubborn,Management,hard worker,no,yes,Information Technology Auditor,Business process analyst,Guide
83,81,10,2,4,no,no,yes,yes,no,3,2,higherstudies,no,no,stubborn,Management,smart worker,no,yes,Network Security Administrator,cloud computing,Science
90,84,8,7,2,yes,yes,no,yes,yes,2,2,job,yes,no,gentle,Technical,smart worker,no,no,Systems Analyst,security,Encyclopedias
74,86,10,8,4,no,yes,yes,yes,no,3,3,higherstudies,no,no,gentle,Management,hard worker,no,no,Data Architect,developer,Health
63,74,11,8,1,no,no,yes,yes,no,2,2,higherstudies,yes,no,stubborn,Technical,hard worker,no,no,Technical Support,testing,Dictionaries
63,81,11,3,2,yes,no,no,yes,no,3,3,higherstudies,no,yes,stubborn,Management,hard worker,no,no,Software Quality Assurance (QA) / Testing,system developer,Encyclopedias
86,92,7,8,5,no,yes,no,no,yes,1,2,job,no,yes,stubborn,Management,hard worker,yes,yes,UX Designer,cloud computing,Series
63,81,6,3,4,no,yes,yes,yes,yes,2,2,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Database Manager,security,Prayer books
66,70,7,5,4,no,yes,yes,yes,yes,3,1,higherstudies,no,no,gentle,Management,smart worker,no,yes,Quality Assurance Associate,Business process analyst,Guide
88,63,6,4,8,no,no,no,no,no,2,1,higherstudies,yes,no,gentle,Management,smart worker,yes,no,Software Quality Assurance (QA) / Testing,system developer,Science fiction
62,70,4,5,8,no,yes,yes,yes,no,3,2,job,no,yes,gentle,Management,smart worker,no,yes,Technical Services/Help Desk/Tech Support,developer,Childrens
85,91,10,9,3,yes,yes,yes,no,no,3,2,higherstudies,yes,no,gentle,Technical,smart worker,no,no,Portal Administrator,Business process analyst,Cookbooks
86,83,7,5,6,no,no,no,yes,no,2,1,job,yes,no,gentle,Technical,hard worker,no,yes,Database Manager,Business process analyst,Drama
83,67,10,8,3,yes,no,yes,no,yes,2,2,higherstudies,yes,no,gentle,Management,hard worker,yes,no,CRM Business Analyst,cloud computing,History
86,83,4,4,2,yes,yes,yes,no,yes,1,2,job,no,no,stubborn,Management,smart worker,no,yes,CRM Technical Developer,system developer,Autobiographies
92,85,8,3,5,no,yes,no,yes,no,2,3,job,no,yes,gentle,Technical,hard worker,no,no,UX Designer,cloud computing,Horror
94,65,6,5,3,yes,no,yes,no,no,1,3,job,no,yes,gentle,Technical,hard worker,no,yes,Information Technology Auditor,testing,Fantasy
93,77,12,9,7,no,no,yes,yes,yes,2,2,job,no,yes,stubborn,Technical,smart worker,no,yes,Technical Support,security,Travel
81,86,5,4,9,yes,no,yes,yes,yes,3,1,job,yes,yes,stubborn,Management,hard worker,no,yes,Technical Support,testing,Self help
92,92,8,3,8,no,yes,yes,yes,yes,3,1,job,no,no,gentle,Technical,hard worker,no,no,Mobile Applications Developer,developer,History
76,93,7,2,7,yes,yes,yes,no,no,1,1,higherstudies,yes,no,stubborn,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing,developer,Satire
63,65,11,3,5,no,yes,yes,no,no,3,3,job,no,yes,stubborn,Management,hard worker,yes,no,E-Commerce Analyst,testing,Trilogy
89,76,4,6,3,yes,yes,no,yes,yes,3,2,job,yes,no,gentle,Technical,smart worker,yes,no,Information Technology Auditor,security,Fantasy
87,81,6,6,6,yes,no,no,no,no,1,2,job,no,yes,gentle,Management,smart worker,yes,yes,Software Developer,system developer,Journals
65,86,10,1,8,yes,no,yes,no,no,1,2,higherstudies,no,yes,gentle,Management,smart worker,yes,yes,Software Developer,system developer,Drama
66,83,12,4,5,no,yes,no,yes,yes,2,2,job,no,yes,gentle,Management,smart worker,yes,yes,Database Developer,system developer,Prayer books
70,76,10,6,7,no,yes,no,no,yes,3,2,job,no,yes,stubborn,Technical,smart worker,yes,no,Software Developer,system developer,Art
81,73,11,9,7,no,no,no,no,yes,3,1,higherstudies,no,no,stubborn,Management,hard worker,no,no,Systems Analyst,security,Romance
65,94,11,5,3,no,yes,yes,no,no,3,2,job,no,no,gentle,Technical,smart worker,no,yes,Network Security Engineer,Business process analyst,Encyclopedias
94,67,5,7,9,yes,no,no,no,yes,1,2,job,no,yes,gentle,Management,hard worker,yes,no,Programmer Analyst,cloud computing,Science
71,79,5,3,4,yes,no,no,no,yes,1,2,higherstudies,yes,yes,gentle,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing,system developer,Religion-Spirituality
85,87,9,8,3,no,no,no,no,no,1,2,higherstudies,yes,yes,gentle,Technical,hard worker,yes,no,Solutions Architect,developer,Action and Adventure
87,87,9,7,9,no,no,no,yes,yes,1,1,job,no,no,gentle,Management,hard worker,yes,yes,Business Systems Analyst,testing,Travel
66,79,8,8,8,yes,no,yes,yes,no,1,2,job,no,yes,gentle,Management,hard worker,yes,yes,Project Manager,security,Religion-Spirituality
83,64,9,9,5,no,no,yes,yes,no,2,1,higherstudies,no,no,stubborn,Technical,hard worker,no,no,Software Engineer,cloud computing,Travel
64,81,9,8,9,no,no,yes,yes,yes,1,1,higherstudies,no,yes,gentle,Technical,smart worker,no,no,Network Engineer,system developer,Autobiographies
67,74,10,9,2,yes,yes,yes,no,no,2,3,job,no,yes,gentle,Management,hard worker,yes,no,Programmer Analyst,testing,Horror
87,70,8,4,6,yes,no,yes,yes,no,2,2,job,no,yes,stubborn,Management,hard worker,yes,yes,Portal Administrator,cloud computing,Romance
61,75,5,7,7,no,yes,no,yes,no,2,2,higherstudies,yes,yes,gentle,Management,smart worker,no,yes,Systems Analyst,developer,Autobiographies
62,91,10,7,1,yes,yes,yes,no,yes,1,2,higherstudies,yes,no,gentle,Management,smart worker,no,yes,Network Security Administrator,security,Cookbooks
93,88,6,3,6,yes,no,yes,no,yes,1,2,job,yes,no,gentle,Technical,smart worker,yes,yes,Network Security Engineer,system developer,Math
89,60,10,9,6,no,no,yes,no,no,3,1,higherstudies,yes,yes,gentle,Technical,smart worker,no,no,Design & UX,developer,Diaries
63,91,5,3,1,no,no,yes,yes,no,3,3,higherstudies,yes,no,gentle,Technical,hard worker,no,yes,Technical Support,Business process analyst,Satire
78,63,11,5,8,yes,no,yes,no,yes,3,3,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Network Engineer,testing,Drama
89,86,11,3,1,no,no,no,yes,yes,3,3,job,yes,yes,gentle,Technical,smart worker,yes,yes,Database Manager,cloud computing,Satire
93,61,6,9,8,no,yes,yes,yes,no,3,1,job,no,no,stubborn,Management,hard worker,yes,yes,Information Technology Auditor,testing,Self help
81,64,11,3,9,no,yes,yes,no,no,3,3,job,yes,no,stubborn,Management,smart worker,yes,yes,Software Systems Engineer,developer,Math
76,82,7,2,6,yes,no,yes,no,no,2,1,job,yes,no,gentle,Management,hard worker,yes,yes,CRM Technical Developer,system developer,Science fiction
82,67,8,8,7,yes,no,yes,yes,yes,1,3,higherstudies,no,no,gentle,Management,hard worker,no,no,Software Systems Engineer,Business process analyst,Travel
64,76,8,7,2,no,no,yes,yes,no,3,1,job,no,yes,stubborn,Management,hard worker,yes,no,Database Administrator,developer,Travel
80,66,4,1,7,no,yes,no,yes,yes,2,3,higherstudies,no,yes,gentle,Technical,hard worker,yes,no,Software Developer,security,Science
73,87,10,7,6,no,yes,yes,yes,yes,3,3,job,no,no,stubborn,Management,hard worker,yes,yes,Business Systems Analyst,system developer,Math
91,77,10,2,7,yes,yes,yes,no,no,1,1,higherstudies,yes,yes,stubborn,Management,hard worker,no,no,Design & UX,Business process analyst,Anthology
65,62,9,4,1,no,yes,no,no,yes,1,2,higherstudies,yes,yes,stubborn,Management,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,system developer,Guide
73,91,11,8,1,yes,yes,yes,no,yes,2,3,higherstudies,yes,yes,gentle,Technical,smart worker,no,no,Systems Security Administrator,cloud computing,Biographies
64,93,12,8,2,no,no,no,no,yes,2,1,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,Business Systems Analyst,system developer,Cookbooks
61,60,4,5,2,yes,no,yes,no,no,1,1,job,no,no,stubborn,Management,hard worker,yes,yes,Systems Analyst,developer,Math
90,87,6,1,7,no,yes,no,yes,yes,1,3,higherstudies,no,no,gentle,Management,smart worker,no,no,E-Commerce Analyst,cloud computing,Science fiction
63,85,5,9,2,yes,yes,no,yes,yes,2,2,higherstudies,no,yes,gentle,Technical,smart worker,yes,no,Portal Administrator,cloud computing,Satire
87,93,4,4,1,no,yes,no,yes,yes,2,2,job,no,yes,gentle,Technical,hard worker,no,yes,Systems Security Administrator,Business process analyst,Art
65,75,8,8,5,no,no,yes,no,no,1,3,higherstudies,no,yes,stubborn,Management,hard worker,yes,yes,Information Security Analyst,Business process analyst,Horror
82,88,6,1,3,no,yes,no,no,no,3,1,job,no,no,stubborn,Technical,hard worker,yes,yes,Design & UX,system developer,Guide
89,82,7,5,5,no,yes,yes,yes,no,2,3,higherstudies,no,no,stubborn,Management,smart worker,yes,yes,Mobile Applications Developer,Business process analyst,Health
62,85,4,1,8,yes,yes,no,no,no,1,1,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Software Systems Engineer,developer,Guide
91,61,9,7,5,no,no,no,no,no,3,2,higherstudies,yes,yes,stubborn,Management,hard worker,no,yes,Systems Analyst,Business process analyst,Poetry
78,73,12,9,3,yes,yes,no,no,no,1,2,higherstudies,no,no,stubborn,Management,smart worker,no,yes,CRM Technical Developer,testing,Childrens
68,74,6,4,5,yes,yes,no,yes,no,3,2,higherstudies,no,yes,stubborn,Technical,smart worker,no,no,CRM Business Analyst,cloud computing,Encyclopedias
74,82,8,5,3,yes,yes,no,yes,no,1,2,higherstudies,yes,yes,gentle,Management,smart worker,no,no,Design & UX,security,Guide
80,73,4,6,6,no,no,yes,yes,no,1,1,job,yes,yes,stubborn,Management,smart worker,no,yes,Business Systems Analyst,system developer,Self help
75,68,5,7,4,no,yes,yes,yes,no,3,1,higherstudies,no,no,gentle,Management,smart worker,yes,yes,Network Security Administrator,security,History
79,88,9,9,1,no,no,yes,yes,yes,2,1,job,no,yes,gentle,Technical,hard worker,yes,no,Project Manager,developer,Self help
93,67,4,8,7,yes,yes,yes,no,no,1,2,higherstudies,no,no,gentle,Technical,hard worker,yes,no,Data Architect,cloud computing,Horror
78,68,4,4,8,yes,no,yes,yes,yes,1,1,job,yes,yes,stubborn,Management,hard worker,yes,no,Data Architect,system developer,Drama
68,87,5,6,8,no,no,no,no,yes,3,2,higherstudies,no,no,gentle,Technical,hard worker,no,no,Software Engineer,security,Self help
85,85,4,2,2,no,yes,no,yes,yes,2,1,higherstudies,no,no,stubborn,Technical,smart worker,no,no,CRM Technical Developer,cloud computing,Horror
67,82,7,7,9,no,no,no,yes,yes,3,3,job,no,yes,gentle,Management,smart worker,no,yes,Programmer Analyst,testing,Anthology
66,86,6,8,2,no,no,no,yes,no,1,2,higherstudies,no,yes,stubborn,Management,hard worker,no,yes,Database Administrator,system developer,Trilogy
85,80,6,5,2,yes,yes,no,yes,no,2,2,higherstudies,no,yes,gentle,Management,smart worker,no,no,Information Technology Auditor,Business process analyst,Anthology
75,86,11,2,1,yes,yes,yes,no,yes,3,2,higherstudies,no,no,gentle,Technical,hard worker,yes,yes,Technical Services/Help Desk/Tech Support,developer,Action and Adventure
84,93,7,2,5,yes,yes,no,yes,yes,2,1,job,yes,no,gentle,Management,hard worker,yes,no,Business Intelligence Analyst,security,Self help
62,77,6,4,4,no,no,yes,no,yes,2,1,job,yes,no,stubborn,Management,hard worker,yes,no,Network Engineer,Business process analyst,Poetry
66,79,7,1,2,yes,yes,yes,yes,yes,3,1,job,no,yes,stubborn,Management,smart worker,no,yes,Database Administrator,testing,Romance
91,81,4,1,1,yes,no,yes,yes,yes,3,3,higherstudies,no,yes,gentle,Technical,smart worker,yes,no,Network Security Engineer,cloud computing,Art
64,69,9,2,3,no,no,yes,no,no,1,1,job,yes,no,stubborn,Management,hard worker,no,no,Web Developer,testing,Anthology
88,71,11,1,4,yes,yes,no,yes,yes,1,2,job,no,yes,stubborn,Management,hard worker,no,no,UX Designer,Business process analyst,Science
72,69,9,3,9,no,yes,no,yes,no,3,3,higherstudies,yes,no,gentle,Technical,hard worker,yes,no,Information Security Analyst,developer,Horror
62,86,8,8,8,no,no,yes,yes,yes,2,1,higherstudies,yes,no,gentle,Technical,hard worker,no,no,Systems Security Administrator,system developer,Art
68,86,8,2,8,no,yes,no,yes,yes,1,2,job,yes,no,stubborn,Management,hard worker,yes,no,Business Systems Analyst,cloud computing,Science fiction
94,78,11,1,1,no,no,no,yes,yes,1,1,job,yes,yes,gentle,Technical,hard worker,no,no,CRM Technical Developer,developer,Fantasy
88,70,12,9,2,no,no,no,yes,no,1,1,higherstudies,yes,yes,gentle,Management,smart worker,no,yes,Information Technology Manager,security,Health
67,87,9,8,9,yes,no,no,yes,no,3,3,job,no,yes,stubborn,Management,smart worker,yes,no,Network Security Engineer,system developer,Mystery
78,89,4,3,2,yes,no,yes,yes,no,2,2,higherstudies,yes,yes,gentle,Management,smart worker,no,yes,Design & UX,developer,Math
85,88,4,2,9,no,no,no,no,yes,1,3,job,yes,yes,gentle,Technical,hard worker,no,no,Network Security Administrator,testing,Travel
87,69,7,4,6,yes,yes,yes,no,yes,3,2,higherstudies,yes,no,stubborn,Technical,smart worker,no,no,Systems Security Administrator,cloud computing,Mystery
85,77,10,2,9,yes,yes,yes,yes,yes,2,1,job,no,no,gentle,Technical,hard worker,no,yes,Database Administrator,developer,Biographies
78,81,12,9,3,no,no,yes,yes,no,1,3,job,yes,no,stubborn,Management,hard worker,yes,no,CRM Technical Developer,Business process analyst,Self help
61,89,6,6,5,yes,yes,no,no,yes,3,1,higherstudies,yes,yes,gentle,Management,hard worker,no,yes,Software Quality Assurance (QA) / Testing,developer,Prayer books
86,66,11,1,7,yes,no,yes,no,yes,3,2,higherstudies,yes,yes,gentle,Technical,smart worker,yes,no,Information Technology Manager,security,Journals
80,82,4,5,3,yes,no,no,no,no,1,3,job,no,no,gentle,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing,system developer,Poetry
71,71,7,5,2,yes,no,yes,no,yes,1,1,job,no,yes,stubborn,Management,smart worker,yes,yes,Information Technology Manager,security,Trilogy
69,80,12,9,3,no,yes,no,no,no,3,2,job,yes,yes,gentle,Management,hard worker,yes,yes,Portal Administrator,developer,Autobiographies
91,88,6,9,1,no,yes,yes,yes,no,3,1,higherstudies,no,no,stubborn,Management,smart worker,no,no,Project Manager,developer,Drama
73,63,6,8,9,yes,no,yes,no,yes,3,1,job,no,no,gentle,Technical,hard worker,yes,yes,E-Commerce Analyst,security,Self help
61,65,11,2,8,yes,yes,no,yes,yes,1,2,higherstudies,no,yes,stubborn,Management,smart worker,yes,yes,CRM Business Analyst,cloud computing,Poetry
75,70,4,8,9,yes,yes,no,no,no,3,3,job,yes,yes,stubborn,Management,smart worker,no,yes,Software Systems Engineer,developer,Romance
90,89,4,4,3,yes,yes,yes,yes,yes,3,2,higherstudies,yes,yes,gentle,Management,smart worker,yes,no,Information Technology Auditor,security,Autobiographies
85,84,4,8,3,no,yes,no,yes,no,1,2,higherstudies,no,no,gentle,Management,smart worker,no,no,Technical Support,Business process analyst,Guide
77,81,6,5,9,yes,no,no,no,no,2,1,job,no,no,gentle,Technical,smart worker,no,yes,Quality Assurance Associate,testing,Series
66,82,12,5,6,yes,no,no,yes,no,3,3,higherstudies,yes,yes,gentle,Management,smart worker,no,yes,Business Intelligence Analyst,developer,Fantasy
74,84,7,3,9,yes,yes,yes,no,yes,2,2,job,no,yes,gentle,Management,smart worker,no,yes,Programmer Analyst,Business process analyst,Childrens
69,86,8,3,7,yes,no,yes,no,no,2,2,higherstudies,no,yes,gentle,Management,smart worker,yes,no,Information Technology Auditor,system developer,Mystery
86,94,9,9,8,yes,yes,no,yes,yes,3,3,higherstudies,yes,no,stubborn,Technical,smart worker,yes,yes,Information Security Analyst,testing,Action and Adventure
84,67,8,5,8,yes,yes,yes,yes,yes,1,1,higherstudies,yes,no,gentle,Management,smart worker,no,no,CRM Business Analyst,cloud computing,Biographies
89,60,4,2,4,yes,no,yes,yes,yes,1,2,job,yes,no,stubborn,Management,hard worker,no,no,Technical Engineer,testing,Journals
72,70,7,1,6,yes,no,no,no,no,1,3,higherstudies,yes,yes,stubborn,Technical,smart worker,yes,no,Applications Developer,Business process analyst,Health
77,62,10,3,2,no,yes,no,yes,yes,3,1,higherstudies,no,no,stubborn,Management,hard worker,yes,no,Information Security Analyst,testing,Self help
62,73,9,8,9,yes,no,yes,yes,yes,2,2,higherstudies,yes,yes,stubborn,Technical,hard worker,no,yes,Database Administrator,cloud computing,Religion-Spirituality
86,89,12,8,5,no,yes,no,no,no,1,2,job,yes,no,gentle,Technical,smart worker,yes,yes,Data Architect,testing,Drama
90,86,11,1,3,yes,no,yes,no,no,1,2,job,yes,no,gentle,Management,smart worker,yes,no,UX Designer,developer,Encyclopedias
84,66,4,2,4,no,no,yes,no,yes,3,1,job,no,yes,gentle,Technical,hard worker,yes,yes,Quality Assurance Associate,system developer,Autobiographies
92,69,8,5,9,no,no,no,yes,yes,2,3,job,yes,no,gentle,Management,hard worker,no,yes,Programmer Analyst,system developer,Childrens
66,91,8,7,4,no,yes,no,yes,no,3,1,higherstudies,yes,no,stubborn,Technical,hard worker,no,no,Design & UX,Business process analyst,Religion-Spirituality
